Code;School_Name;Street;Suburb;State;Postcode;Postal_Street;Postal_Suburb;Postal_State;Postal_Postcode;Latitude;Longitude;Phone;Education_Region;Broad_Classification;Classification_Group;Low_Year;High_Year;KIN;PPR;Y01;Y02;Y03;Y04;Y05;Y06;UPR;Y07;Y08;Y09;Y10;Y11;Y12;USE;Total_Students
5034;BEACONSFIELD PRIMARY SCHOOL;5 HALE STREET;BEACONSFIELD;WA;6162;5 HALE STREET;BEACONSFIELD;WA;6162;-32.068989;115.7593864;08 9432 1000;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;58;74;84;87;80;60;49;51;;;;;;;;;543
5720;BEAUMARIS PRIMARY SCHOOL;20 BEAUMARIS BOULEVARD;OCEAN REEF;WA;6027;20 BEAUMARIS BOULEVARD;OCEAN REEF;WA;6027;-31.74873142;115.73556367;08 6206 3100;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;45;53;67;79;80;85;66;103;;;;;;;;;578
5084;BECKENHAM PRIMARY SCHOOL;386 RAILWAY PARADE;BECKENHAM;WA;6107;386 RAILWAY PARADE;BECKENHAM;WA;6107;-32.02408598;115.95730406;08 9278 3700;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;51;59;52;55;52;45;53;;;;;;;;;406
1349;BEECHBORO CHRISTIAN SCHOOL;375 MARSHALL ROAD;BEECHBORO;WA;6063;375 MARSHALL ROAD;BEECHBORO;WA;6063;-31.85664957;115.9340083;08 9377 5211;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;53;51;43;34;36;37;40;43;;;;;;;;;337
5696;BEECHBORO PRIMARY SCHOOL;20 KING ROAD;BEECHBORO;WA;6063;20 KING ROAD;BEECHBORO;WA;6063;-31.86780968;115.93575714;08 9392 5300;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;35;27;46;41;40;40;32;43;;;;;;;;;304
5756;BEELIAR PRIMARY SCHOOL;86 THE GRANGE;BEELIAR;WA;6164;86 THE GRANGE;BEELIAR;WA;6164;-32.13297396;115.8207228;08 6174 1400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;76;88;57;56;54;56;51;62;;;;;;;;;500
5859;BEENYUP PRIMARY SCHOOL;66 SHEPPARTON BOULEVARD;BYFORD;WA;6122;66 SHEPPARTON BOULEVARD;BYFORD;WA;6122;-32.233554;115.992722;08 9526 6500;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;42;44;49;33;15;32;16;;;;;;;;;271
6057;BELDON EDUCATION SUPPORT CENTRE;10 PACIFIC WAY;BELDON;WA;6027;10 PACIFIC WAY;BELDON;WA;6027;-31.7746556;115.7572522;08 6207 3280;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;10;8;12;10;4;13;5;8;;;;;;;;;70
5674;BELDON PRIMARY SCHOOL;10 PACIFIC WAY;BELDON;WA;6027;10 PACIFIC WAY;BELDON;WA;6027;-31.7746556;115.7572522;08 6207 3240;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;43;32;54;40;43;25;44;;;;;;;;;320
5036;BELMAY PRIMARY SCHOOL;410 SYDENHAM STREET;CLOVERDALE;WA;6105;410 SYDENHAM STREET;CLOVERDALE;WA;6105;-31.9507814;115.94663741;08 6278 5400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;19;31;18;24;28;22;38;28;;;;;;;;;208
4005;BELMONT CITY COLLEGE;106 FISHER STREET;BELMONT;WA;6104;106 FISHER STREET;BELMONT;WA;6104;-31.95889136;115.93443441;08 9473 9800;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;173;156;172;167;149;135;;952
5038;BELMONT PRIMARY SCHOOL;213 GREAT EASTERN HIGHWAY;BELMONT;WA;6104;213 GREAT EASTERN HIGHWAY;BELMONT;WA;6104;-31.94467587;115.9228256;08 6216 1800;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;9;14;13;11;8;12;9;15;;;;;;;;;91
4153;BELRIDGE SECONDARY COLLEGE;17 GWENDOLINE DRIVE;BELDON;WA;6027;17 GWENDOLINE DRIVE;BELDON;WA;6027;-31.77038385;115.76317587;08 9408 8000;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;161;201;175;187;134;111;;969
6091;BELRIDGE SECONDARY EDUCATION SUPPORT CENTRE;17 GWENDOLINE DRIVE;BELDON;WA;6027;17 GWENDOLINE DRIVE;BELDON;WA;6027;-31.77038385;115.76317587;08 9408 8050;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;Y07;Y12;;;;;;;;;;20;22;25;16;14;24;;121
5039;BENCUBBIN PRIMARY SCHOOL;CNR MURRAY/MONGER STREETS;BENCUBBIN;WA;6477;C/- POST OFFICE;BENCUBBIN;WA;6477;-30.8076984;117.8572615;08 9685 2500;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;5;3;8;1;4;2;3;6;;;;;;;;;32
5041;BENTLEY PRIMARY SCHOOL;15 HEDLEY STREET;BENTLEY;WA;6102;15 HEDLEY STREET;BENTLEY;WA;6102;-32.01035815;115.91156416;08 6455 8000;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;45;35;47;44;31;39;26;;;;;;;;;307
5799;BERTRAM PRIMARY SCHOOL;CHAMPION DRIVE;BERTRAM;WA;6167;CHAMPION DRIVE;BERTRAM;WA;6167;-32.24665386;115.843541;08 6174 1000;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;80;105;92;106;80;103;94;99;;;;;;;;;759
1285;BETHEL CHRISTIAN SCHOOL;20 BETHEL WAY;ALBANY;WA;6330;20 BETHEL WAY;ALBANY;WA;6330;-35.00481744;117.881185;08 9842 2100;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;47;33;27;28;27;26;34;26;;31;23;43;25;33;16;;419
4060;BEVERLEY DISTRICT HIGH SCHOOL;20 JOHN STREET;BEVERLEY;WA;6304;20 JOHN STREET;BEVERLEY;WA;6304;-32.10031422;116.9276944;08 9646 2500;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;13;19;13;16;16;24;19;16;;16;9;12;6;;2;;181
5686;BIBRA LAKE PRIMARY SCHOOL;29 ANNOIS ROAD;BIBRA LAKE;WA;6163;29 ANNOIS ROAD;BIBRA LAKE;WA;6163;-32.09409186;115.83915051;08 6173 7100;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;56;51;53;53;49;51;31;45;;;;;;;;;389
5044;BICTON PRIMARY SCHOOL;VIEW TERRACE;BICTON;WA;6157;VIEW TERRACE;BICTON;WA;6157;-32.03272881;115.786548;08 9205 5800;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;61;70;76;82;66;54;64;50;;;;;;;;;523
5046;BINDOON PRIMARY SCHOOL;19 LEARNERS WAY;BINDOON;WA;6502;19 LEARNERS WAY;BINDOON;WA;6502;-31.38017209;116.0971002;08 9576 4500;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;21;23;18;12;18;22;18;13;;;;;;;;;145
5047;BINNU PRIMARY SCHOOL;LAUDER STREET;BINNU;WA;6532;C/- POST OFFICE;BINNU;WA;6532;-28.04197194;114.6755891;08 9936 0300;MIDWEST;Primary Schools;PRIMARY SCHOOLS;PPR;Y06;;1;4;;2;2;4;1;;;;;;;;;14
1328;BIRLIRR NGAWIYIWU CATHOLIC SCHOOL;RINGER SOAK (KUNDAT DJARU COMM);VIA HALLS CREEK;WA;6770;RINGER SOAK (KUNDAT DJARU COMM);VIA HALLS CREEK;WA;6770;-18.794047;128.615847;08 9168 8720;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;4;7;5;3;8;1;6;3;;;;;;;;;37
5808;BLETCHLEY PARK PRIMARY SCHOOL;LOT 5003 BALFOUR STREET;SOUTHERN RIVER;WA;6110;LOT 5003 BALFOUR STREET;SOUTHERN RIVER;WA;6110;-32.10259536;115.9462328;08 9234 6400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;78;76;102;111;89;102;114;127;;;;;;;;;799
1580;BLUE GUM MONTESSORI SCHOOL;11 HOPE ROAD;BIBRA LAKE;WA;6163;11 HOPE ROAD;BIBRA LAKE;WA;6163;-32.08519543;115.83855304;08 9417 4060;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;45;26;33;31;38;21;13;19;;;;;;;;;226
5049;BLUFF POINT PRIMARY SCHOOL;18 MITCHELL STREET;BLUFF POINT;WA;6530;PO BOX 7166;GERALDTON PO;WA;6531;-28.7403527;114.62158342;08 9923 6650;MIDWEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;20;32;32;32;24;30;32;32;;;;;;;;;234
4213;BOB HAWKE COLLEGE;200 ROBERTS ROAD;SUBIACO;WA;6008;PO BOX 8150;SUBIACO;WA;6008;-31.944538;115.8323;08 9222 5600;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y10;;;;;;;;;;336;334;324;284;;;;1,278
4061;BODDINGTON DISTRICT HIGH SCHOOL;25 POLLARD STREET;BODDINGTON;WA;6390;25 POLLARD STREET;BODDINGTON;WA;6390;-32.80157748;116.46708797;08 9884 2900;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;19;38;26;35;33;21;32;27;;18;18;19;6;;;;292
1593;BOLD PARK COMMUNITY SCHOOL;61-63 POWIS STREET;WEMBLEY;WA;6014;61-63 POWIS STREET;WEMBLEY;WA;6014;-31.92384064;115.82318472;08 9387 5050;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;50;18;21;19;15;16;9;13;;7;16;18;15;20;6;;243
5052;BOLGART PRIMARY SCHOOL;28 SMITH STREET;BOLGART;WA;6568;28 SMITH STREET;BOLGART;WA;6568;-31.27358225;116.51086056;08 9627 5300;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y05;3;4;2;7;2;5;2;;;;;;;;;;25
5053;BOORAGOON PRIMARY SCHOOL;10 CLEMENTS ROAD;BOORAGOON;WA;6154;10 CLEMENTS ROAD;BOORAGOON;WA;6154;-32.03553443;115.82645949;08 6274 1800;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;41;48;56;57;49;68;57;56;;;;;;;;;432
5054;BORDEN PRIMARY SCHOOL;STONE STREET;BORDEN;WA;6338;STONE STREET;BORDEN;WA;6338;-34.07290497;118.2630312;08 9828 3300;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y05;3;3;1;3;1;6;2;;;;;;;;;;19
5055;BOULDER PRIMARY SCHOOL;LANE STREET;BOULDER;WA;6432;LOCKED BAG 1;BOULDER;WA;6432;-30.78003681;121.4875325;08 9092 4100;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;27;28;39;30;37;29;28;37;;;;;;;;;255
5058;BOYANUP PRIMARY SCHOOL;45 THOMAS STREET;BOYANUP;WA;6237;45 THOMAS STREET;BOYANUP;WA;6237;-33.48596223;115.7308445;08 9732 3700;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;13;14;23;15;22;14;13;12;;;;;;;;;126
5718;BOYARE PRIMARY SCHOOL;9 THREADLEAF WAY;MIRRABOOKA;WA;6061;9 THREADLEAF WAY;MIRRABOOKA;WA;6061;-31.85724948;115.87342065;08 9338 2500;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;19;27;15;27;35;30;21;28;;;;;;;;;202
4062;BOYUP BROOK DISTRICT HIGH SCHOOL;77 BARRON STREET;BOYUP BROOK;WA;6244;77 BARRON STREET;BOYUP BROOK;WA;6244;-33.83634699;116.3913376;08 9765 0000;SOUTH WEST;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;10;20;19;15;20;12;17;14;;15;24;14;10;;;;190
5863;BRABHAM PRIMARY SCHOOL;31 LAKEFIELD DRIVE;BRABHAM;WA;6055;31 LAKEFIELD DRIVE;BRABHAM;WA;6055;-31.821305;115.97205;08 9265 1840;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;197;196;178;132;118;94;92;84;;;;;;;;;1,091
5638;BRAESIDE PRIMARY SCHOOL;CARINYA GARDENS;KATANNING;WA;6317;CARINYA GARDENS;KATANNING;WA;6317;-33.679;117.56;08 9821 3500;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;16;21;22;16;18;20;21;30;;;;;;;;;164
5624;BRAMFIELD PARK PRIMARY SCHOOL;YULE STREET;MADDINGTON;WA;6109;YULE STREET;MADDINGTON;WA;6109;-32.04680274;115.9950359;08 9217 8600;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;36;55;53;44;34;36;48;43;;;;;;;;;349
5060;BREMER BAY PRIMARY SCHOOL;GARNETT ROAD;BREMER BAY;WA;6338;GARNETT ROAD;BREMER BAY;WA;6338;-34.393283;119.37476;08 9837 1200;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;1;11;3;1;3;4;4;2;;;;;;;;;29
5061;BRENTWOOD PRIMARY SCHOOL;2 DAWSON ROAD;BRENTWOOD;WA;6153;2 DAWSON ROAD;BRENTWOOD;WA;6153;-32.04149754;115.84717702;08 6258 6950;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;40;32;41;40;53;50;49;;;;;;;;;339
4007;BRIDGETOWN HIGH SCHOOL;58 STEERE STREET;BRIDGETOWN;WA;6255;PO BOX 600;BRIDGETOWN;WA;6255;-33.95993882;116.14209068;08 9761 0100;SOUTH WEST;High Schools;SECONDARY SCHOOLS;Y07;Y10;;;;;;;;;;45;48;39;41;;;;173
5062;BRIDGETOWN PRIMARY SCHOOL;178 ROE STREET;BRIDGETOWN;WA;6255;178 ROE STREET;BRIDGETOWN;WA;6255;-33.95485467;116.1407977;08 9761 0150;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;17;30;20;26;25;37;30;31;;;;;;;;;216
5586;BROOKMAN PRIMARY SCHOOL;34 BROOKMAN AVENUE;LANGFORD;WA;6147;34 BROOKMAN AVENUE;LANGFORD;WA;6147;-32.03670459;115.93907265;08 9366 0950;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;41;48;35;43;36;39;43;;;;;;;;;325
4063;BROOKTON DISTRICT HIGH SCHOOL;20 TILLER STREET;BROOKTON;WA;6306;20 TILLER STREET;BROOKTON;WA;6306;-32.37207392;117.00868168;08 9642 5000;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;9;10;11;16;15;14;7;13;;3;5;5;2;;;;110
5839;BROOME NORTH PRIMARY SCHOOL;100 TANAMI DRIVE;BROOME;WA;6725;PO BOX 5996;BROOME;WA;6725;-17.9266374;122.2301416;08 9195 3000;KIMBERLEY;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;46;59;59;61;50;45;49;;;;;;;;;408
5712;BROOME PRIMARY SCHOOL;WELD STREET;BROOME;WA;6725;PO BOX 1744;BROOME;WA;6725;-17.96120109;122.2379626;08 9194 7500;KIMBERLEY;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;38;37;48;48;47;43;49;49;;;;;;;;;359
4064;BROOME SENIOR HIGH SCHOOL;FREDERICK STREET;BROOME;WA;6725;PO BOX 1316;BROOME;WA;6725;-17.95614273;122.2323264;08 9195 3100;KIMBERLEY;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;159;126;142;144;115;89;;775
5065;BROOMEHILL PRIMARY SCHOOL;HASSELL STREET;BROOMEHILL;WA;6318;C/- POST OFFICE;BROOMEHILL;WA;6318;-33.84507375;117.6342811;08 9824 0500;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;3;5;3;3;4;9;5;5;;;;;;;;;37
4065;BRUCE ROCK DISTRICT HIGH SCHOOL;37 DUNSTALL STREET;BRUCE ROCK;WA;6418;37 DUNSTALL STREET;BRUCE ROCK;WA;6418;-31.87363474;118.14766266;08 9082 1900;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;12;10;11;14;4;11;14;15;;6;9;7;5;;;;118
5067;BRUNSWICK JUNCTION PRIMARY SCHOOL;6 VINCENT STREET;BRUNSWICK JUNCTION;WA;6224;PO BOX 201;BRUNSWICK JUNCTION;WA;6224;-33.2517339;115.8341389;08 9788 9100;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;11;5;6;14;6;8;9;7;;;;;;;;;66
5574;BULL CREEK PRIMARY SCHOOL;32 HARDY STREET;BULL CREEK;WA;6149;32 HARDY STREET;BULL CREEK;WA;6149;-32.06013661;115.8610064;08 6216 4400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;35;37;41;51;41;61;55;62;;;;;;;;;383
4066;BULLSBROOK COLLEGE;CHITTERING ROAD;BULLSBROOK;WA;6084;CHITTERING ROAD;BULLSBROOK;WA;6084;-31.66171848;116.033179;08 9501 7600;NORTH METROPOLITAN;K-12 SCHOOLS;K-12 SCHOOLS;KIN;Y12;29;55;68;73;61;49;69;61;;83;84;69;81;53;50;;885
8039;BULLSBROOK COMMUNITY KINDERGARTEN;25 CAPORN STREET;EAST BULLSBROOK;WA;6084;PO BOX 525;BULLSBROOK;WA;6084;-31.66245045;116.0303767;08 9571 1392;NORTH METROPOLITAN;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;30;;;;;;;;;;;;;;;;30
1524;BUNBURY BAPTIST COLLEGE;133 NORTON PROMENADE;DALYELLUP;WA;6230;133 NORTON PROMENADE;DALYELLUP;WA;6230;-33.400403;115.627001;08 9790 0000;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y11;47;39;52;52;48;42;52;61;;86;82;90;70;25;;;746
1222;BUNBURY CATHEDRAL GRAMMAR SCHOOL;5 ALLEN ROAD;GELORUP;WA;6230;5 ALLEN ROAD;GELORUP;WA;6230;-33.404668;115.63864;08 9722 6000;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;38;17;26;20;21;41;37;39;;66;81;82;71;69;54;;662
1029;BUNBURY CATHOLIC COLLEGE;LOT 4 RODSTED STREET;BUNBURY;WA;6230;LOT 4 RODSTED STREET;BUNBURY;WA;6230;-33.34342203;115.6614239;08 9721 0000;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;181;185;168;161;122;114;;931
5070;BUNBURY PRIMARY SCHOOL;2-18 LOVEGROVE AVENUE;BUNBURY;WA;6230;PO BOX 1908;BUNBURY;WA;6231;-33.33305655;115.6381042;08 9796 3050;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;44;48;52;56;57;61;63;65;;;;;;;;;446
1521;BUNBURY REGIONAL COMMUNITY COLLEGE;LEVEL 1, 16 VICTORIA STREET;BUNBURY;WA;6230;LEVEL 1, 16 VICTORIA STREET;BUNBURY;WA;6230;-33.32065;115.63714;0459 915 803 ;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y10;Y12;;;;;;;;;;;;;52;60;49;;161
4008;BUNBURY SENIOR HIGH SCHOOL;10-44 HAIG CRESCENT;BUNBURY;WA;6230;10-44 HAIG CRESCENT;BUNBURY;WA;6230;-33.32746917;115.6326077;08 9797 8900;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;189;189;196;172;123;95;;964
5508;BUNGAREE PRIMARY SCHOOL;9 CENTAURUS STREET;ROCKINGHAM;WA;6168;9 CENTAURUS STREET;ROCKINGHAM;WA;6168;-32.29110842;115.73782372;08 9553 8400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;23;35;41;22;42;27;34;;;;;;;;;261
6031;BURBRIDGE SCHOOL;46 BURBRIDGE AVENUE;KOONDOOLA;WA;6064;46 BURBRIDGE AVENUE;KOONDOOLA;WA;6064;-31.83872675;115.86197527;08 9345 6700;NORTH METROPOLITAN;Education Support Schools;EDUCATION SUPPORT;KIN;Y12;1;4;1;4;3;8;2;1;;5;4;8;4;4;12;;61
5868;BURNS BEACH PRIMARY SCHOOL;10 WATCOMBE AVENUE;BURNS BEACH;WA;6028;10 WATCOMBE AVENUE;BURNS BEACH;WA;6028;-31.727164;115.729576;08 9233 6850;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;42;56;47;31;39;38;25;28;;;;;;;;;306
5591;BURRENDAH PRIMARY SCHOOL;CASTLEREAGH CLOSE;WILLETTON;WA;6155;CASTLEREAGH CLOSE;WILLETTON;WA;6155;-32.05988334;115.8805782;08 9266 6200;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;56;69;59;79;118;100;102;;;;;;;;;617
5715;BURRINGURRAH REMOTE COMMUNITY SCHOOL;BURRINGURRAH COMMUNITY;MOUNT JAMES;WA;6642;MOUNT JAMES LOCKED BAG;MEEKATHARRA;WA;6642;-24.651178;116.932686;08 9943 1650;MIDWEST;Remote Community Schools;PRIMARY SCHOOLS;KIN;Y12;5;2;2;3;1;;5;2;;4;1;1;3;1;1;;31
5076;BUSSELTON PRIMARY SCHOOL;AVOCET BOULEVARD;BUSSELTON;WA;6280;AVOCET BOULEVARD;BUSSELTON;WA;6280;-33.63955416;115.3763212;08 9751 6400;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;19;22;21;35;27;31;38;26;;;;;;;;;219
4009;BUSSELTON SENIOR HIGH SCHOOL;136-156 BUSSELL HIGHWAY;BUSSELTON;WA;6280;136-156 BUSSELL HIGHWAY;BUSSELTON;WA;6280;-33.6575772;115.3250971;08 9751 8900;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;105;115;115;123;101;80;;639
4191;BUTLER COLLEGE;15 MCCORMACK BOULEVARD;BUTLER;WA;6036;PO BOX 317;QUINNS ROCKS;WA;6030;-31.65166367;115.70870076;08 9561 4200;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;177;198;215;233;208;185;;1,216
5783;BUTLER PRIMARY SCHOOL;30 TOLLESBURY AVENUE;BUTLER;WA;6036;PO BOX 339;QUINNS ROCKS;WA;6030;-31.6461099;115.70273635;08 9561 7700;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;57;73;61;69;65;75;65;73;;;;;;;;;538
8313;BYFORD COMMUNITY KINDERGARTEN;49 PARK ROAD;BYFORD;WA;6122;49 PARK ROAD;BYFORD;WA;6122;-32.21674443;116.0124505;08 9525 1125;SOUTH METROPOLITAN;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;19;;;;;;;;;;;;;;;;19
1435;BYFORD JOHN CALVIN SCHOOL;30 SOLDIERS ROAD;BYFORD;WA;6122;30 SOLDIERS ROAD;BYFORD;WA;6122;-32.22411516;116.00571462;08 9525 0261;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;28;33;27;32;24;23;37;25;;;;;;;;;229
5078;BYFORD PRIMARY SCHOOL;36 CLIFTON STREET;BYFORD;WA;6122;36 CLIFTON STREET;BYFORD;WA;6122;-32.21943768;116.01219529;08 9526 6300;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;59;46;56;44;53;37;44;;;;;;;;;373
4193;BYFORD SECONDARY COLLEGE;57 ABERNETHY ROAD;BYFORD;WA;6122;57 ABERNETHY ROAD;BYFORD;WA;6122;-32.22343162;116.00187931;08 9526 7700;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;276;258;243;267;227;145;;1,416
5705;CABLE BEACH PRIMARY SCHOOL;DAKAS STREET;BROOME;WA;6725;PO BOX 1453;BROOME;WA;6725;-17.95879062;122.2164767;08 9194 7300;KIMBERLEY;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;33;31;38;45;30;40;32;42;;;;;;;;;291
5079;CADOUX PRIMARY SCHOOL;3821 CADOUX-KOORDA ROAD;CADOUX;WA;6466;PO BOX 29;CADOUX;WA;6466;-30.77070399;117.1366031;08 9673 0670;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;2;4;1;1;3;4;1;2;;;;;;;;;18
5800;CALADENIA PRIMARY SCHOOL;89 BOARDMAN ROAD;CANNING VALE;WA;6155;89 BOARDMAN ROAD;CANNING VALE;WA;6155;-32.07496451;115.93272895;08 6258 9350;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;100;123;122;122;117;147;135;114;;;;;;;;;980
5080;CALINGIRI PRIMARY SCHOOL;18 CAVELL STREET;CALINGIRI;WA;6569;18 CAVELL STREET;CALINGIRI;WA;6569;-31.090094;116.449243;08 9628 8500;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;4;2;3;4;7;2;4;3;;;;;;;;;29
5081;CALISTA PRIMARY SCHOOL;22 HARLOW ROAD;CALISTA;WA;6167;PO BOX 457;KWINANA;WA;6966;-32.24514843;115.8106046;08 9414 2350;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;48;53;56;67;47;55;67;52;;;;;;;;;445
5533;CAMBOON PRIMARY SCHOOL;FORDER ROAD;NORANDA;WA;6062;FORDER ROAD;NORANDA;WA;6062;-31.87744461;115.8910542;08 9218 1400;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;41;40;41;44;43;44;46;;;;;;;;;338
5777;CAMPBELL PRIMARY SCHOOL;CAMPBELL ROAD;CANNING VALE;WA;6155;CAMPBELL ROAD;CANNING VALE;WA;6155;-32.08812075;115.9307582;08 9456 8300;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;63;77;67;60;55;84;66;69;;;;;;;;;541
4500;CANNING COLLEGE;MARQUIS STREET;BENTLEY;WA;6102;PO BOX 1148;BENTLEY DC;WA;6983;-32.00942925;115.8971202;08 9278 3500;SOUTH METROPOLITAN;Senior Colleges;SECONDARY SCHOOLS;Y10;Y12;;;;;;;;;;;;;13;25;100;28;166
4174;CANNING VALE COLLEGE;26 DUMBARTON ROAD;CANNING VALE;WA;6155;26 DUMBARTON ROAD;CANNING VALE;WA;6155;-32.08291838;115.92278383;08 9334 9000;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;240;241;225;252;195;189;;1,342
6089;CANNING VALE EDUCATION SUPPORT CENTRE;THE RAMBLE;CANNING VALE;WA;6155;THE RAMBLE;CANNING VALE;WA;6155;-32.0760558;115.9128115;08 9427 6030;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;9;7;5;9;5;2;5;5;;;;;;;;;47
